env	7__-157.18	NL43	98.832	2569	5	9	13	2556	6250	8818	0.0	4554	-157.18
env	8__-181.60	NL43	95.950	2568	76	12	13	2553	6250	8816	0.0	4141	-181.60
env	9__-122.48	JRCSF	99.648	2558	4	3	11	2564	6229	8785	0.0	4669	-122.48
env	10__-187.21	NL43	96.059	2563	74	11	13	2548	6250	8812	0.0	4148	-187.21
env	11__-151.05	JRCSF	98.788	2558	25	4	11	2563	6229	8785	0.0	4547	-151.05
env	12__-82.86	89.6	99.961	2568	1	0	1	2568	6225	8792	0.0	4737	-82.86
env	13__-192.78	NL43	96.215	2563	70	11	13	2548	6250	8812	0.0	4170	-192.78
env	14__-147.73	JRCSF	99.687	2558	3	3	11	2564	6229	8785	0.0	4674	-147.73
env	15__-158.08	JRCSF	98.196	2550	40	4	11	2555	6229	8777	0.0	4449	-158.08
env	16__-164.01	JRCSF	99.609	2558	5	3	11	2564	6229	8785	0.0	4663	-164.01
env	17__-194.73	JRCSF	98.157	2550	41	4	11	2555	6229	8777	0.0	4444	-194.73
env	18__-151.59	89.6	99.883	2568	1	1	1	2566	6225	8792	0.0	4724	-151.59
env	19__-206.79	YU2	99.408	2534	7	4	15	2540	6233	8766	0.0	4590	-206.79
env	20__-198.92	YU2	96.844	2535	74	2	15	2543	6233	8767	0.0	4233	-198.92
env	21__-185.58	89.6	99.805	2568	1	2	1	2564	6225	8792	0.0	4711	-185.58
env	22__-195.08	89.6	99.883	2568	1	1	1	2566	6225	8792	0.0	4724	-195.08
env	23__-251.51	YU2	99.448	2534	6	4	15	2540	6233	8766	0.0	4595	-251.51
env	24__-227.62	NL43	97.764	2549	32	9	36	2559	6270	8818	0.0	4368	-227.62
env	25__-299.02	YU2	99.408	2534	7	4	15	2540	6233	8766	0.0	4590	-299.02
env	26__-281.71	JRCSF	99.570	2558	6	3	11	2564	6229	8785	0.0	4658	-281.71
env	27__-336.38	YU2	94.704	2549	109	14	15	2552	6233	8766	0.0	3936	-336.38
env	28__-314.59	89.6	97.313	2568	61	2	1	2560	6225	8792	0.0	4353	-314.59
env	29__-364.64	NL43	95.203	2543	95	12	36	2551	6270	8812	0.0	3995	-364.64
env	30__-397.08	YU2	98.348	2542	34	4	15	2548	6233	8774	0.0	4455	-397.08
env	31__-348.99	89.6	99.104	2568	18	2	1	2563	6225	8792	0.0	4610	-348.99
env	32__-358.63	89.6	99.182	2568	16	2	1	2563	6225	8792	0.0	4621	-358.63
env	33__-425.77	YU2	96.705	2549	57	16	15	2551	6233	8766	0.0	4217	-425.77
env	34__-409.64	NL43	95.645	2549	87	10	36	2560	6270	8818	0.0	4071	-409.64
env	35__-461.21	YU2	95.229	2557	94	16	15	2558	6233	8774	0.0	4021	-461.21
env	36__-459.00	NL43	97.937	2569	28	11	13	2556	6250	8818	0.0	4427	-459.00
env	37__-440.20	JRCSF	96.237	2551	89	5	11	2556	6229	8777	0.0	4172	-440.20
env	38__-522.40	YU2	95.419	2532	95	11	25	2549	6249	8766	0.0	4013	-522.40
env	39__-522.62	JRCSF	98.163	2558	38	6	11	2560	6229	8785	0.0	4455	-522.62
env	40__-480.17	89.6	99.065	2568	19	2	1	2563	6225	8792	0.0	4604	-480.17
env	41__-546.57	YU2	95.937	2535	97	2	15	2543	6233	8767	0.0	4106	-546.57
env	42__-526.26	89.6	95.019	2570	118	8	1	2562	6225	8792	0.0	4028	-526.26
env	43__-553.75	JRCSF	96.125	2555	92	5	11	2560	6229	8781	0.0	4163	-553.75
env	44__-573.13	JRCSF	95.861	2537	96	7	25	2555	6248	8781	0.0	4095	-573.13
env	45__-612.76	YU2	96.146	2543	80	9	15	2545	6233	8769	0.0	4137	-612.76
env	46__-567.70	89.6	96.137	2563	91	5	1	2555	6225	8787	0.0	4178	-567.70
env	47__-632.98	YU2	95.606	2526	106	2	25	2545	6249	8774	0.0	4045	-632.98
env	48__-550.58	89.6	98.481	2568	33	3	1	2562	6225	8792	0.0	4521	-550.58
env	49__-613.32	JRCSF	95.773	2555	98	7	11	2557	6229	8781	0.0	4111	-613.32
env	50__-584.09	89.6	96.495	2568	80	3	1	2558	6225	8792	0.0	4235	-584.09
env	51__-572.12	89.6	98.598	2568	29	4	1	2561	6225	8792	0.0	4536	-572.12
env	52__-644.33	NL43	94.534	2543	112	11	34	2549	6270	8812	0.0	3901	-644.33
env	53__-604.84	89.6	96.289	2533	82	9	34	2554	6260	8792	0.0	4146	-604.84
env	55__-574.86	89.6	97.469	2568	62	2	1	2565	6225	8792	0.0	4379	-574.86
env	56__-597.25	89.6	96.376	2566	84	6	3	2559	6227	8792	0.0	4215	-597.25
env	59__-646.19	JRCSF	95.020	2550	120	4	11	2554	6229	8777	0.0	3999	-646.19
env	60__-658.80	YU2	95.185	2534	96	15	25	2540	6249	8774	0.0	3980	-658.80
env	61__-614.45	89.6	94.766	2560	125	6	1	2551	6225	8784	0.0	3976	-614.45
env	63__-639.15	89.6	94.533	2561	131	6	1	2552	6225	8785	0.0	3945	-639.15
env	65__-678.57	JRCSF	96.755	2558	74	5	11	2560	6229	8785	0.0	4255	-678.57
env	67__-627.07	89.6	97.040	2568	67	5	1	2559	6225	8792	0.0	4313	-627.07
env	68__-698.08	YU2	94.923	2541	111	9	15	2544	6233	8766	0.0	3962	-698.08
env	71__-710.28	JRCSF	93.349	2541	156	5	25	2555	6248	8785	0.0	3744	-710.28
env	72__-695.23	JRCSF	92.181	2545	172	17	15	2535	6232	8773	0.0	3572	-695.23
env	74__-667.56	JRCSF	91.987	2546	191	10	11	2545	6229	8772	0.0	3559	-667.56
env	80__-1440.03	89.6	90.538	1860	170	3	28	1881	6255	8114	0.0	2455	-1440.03
env	82__-654.89	89.6	96.145	2568	92	4	1	2561	6225	8792	0.0	4187	-654.89
env	83__-732.18	YU2	91.779	2518	196	8	21	2530	6249	8763	0.0	3493	-732.18
vif	0__-16.37	89.6	100.000	576	0	0	1	576	5041	5616	0.0	1064	-16.37
vif	1__-12.83	NL43	100.000	576	0	0	1	576	5048	5623	0.0	1064	-12.83
vif	2__-20.78	89.6	99.826	576	1	0	1	576	5041	5616	0.0	1059	-20.78
vif	3__-17.66	JRCSF	100.000	576	0	0	1	576	5043	5618	0.0	1064	-17.66
vif	4__-47.88	HXB2	98.785	576	7	0	1	576	5048	5623	0.0	1026	-47.88
vif	5__-59.13	JRCSF	98.785	576	7	0	1	576	5043	5618	0.0	1026	-59.13
vif	6__-70.88	89.6	98.438	576	9	0	1	576	5041	5616	0.0	1014	-70.88
vif	7__-90.74	JRCSF	98.611	576	8	0	1	576	5043	5618	0.0	1020	-90.74
vif	8__-97.62	HXB2	98.958	576	6	0	1	576	5048	5623	0.0	1031	-97.62
vif	9__-106.87	HXB2	98.611	576	8	0	1	576	5048	5623	0.0	1020	-106.87
vif	10__-107.86	NL43	99.306	576	4	0	1	576	5048	5623	0.0	1042	-107.86
vif	11__-117.45	HXB2	97.569	576	14	0	1	576	5048	5623	0.0	987	-117.45
vif	12__-119.01	NL43	98.611	576	8	0	1	576	5048	5623	0.0	1020	-119.01
vif	14__-132.65	NL43	98.264	576	10	0	1	576	5048	5623	0.0	1009	-132.65
vif	15__-144.22	NL43	94.792	576	30	0	1	576	5048	5623	0.0	898	-144.22
vif	25__-138.69	89.6	96.875	576	18	0	1	576	5041	5616	0.0	965	-138.69
vif	32__-149.38	JRCSF	96.701	576	17	1	1	574	5043	5618	0.0	957	-149.38
vif	34__-153.16	NL43	96.007	576	23	0	1	576	5048	5623	0.0	937	-153.16
vif	39__-156.26	NL43	96.354	576	21	0	1	576	5048	5623	0.0	948	-156.26
vif	43__-167.41	NL43	93.217	575	39	0	1	575	5048	5622	0.0	846	-167.41
vif	47__-151.24	NL43	96.007	576	23	0	1	576	5048	5623	0.0	937	-151.24
vif	53__-150.95	89.6	95.486	576	26	0	1	576	5041	5616	0.0	920	-150.95
vif	54__-234.55	NL43	93.644	472	30	0	1	472	5048	5519	0.0	706	-234.55
vif	55__-298.68	NL43	88.578	464	53	0	1	464	5048	5511	3.34e-163	564	-298.68
vif	56__-169.47	JRCSF	92.832	572	39	1	1	570	5043	5614	0.0	828	-169.47
vif	62__-318.01	NL43	89.831	413	42	0	1	413	5048	5460	3.36e-153	531	-318.01
vif	64__-246.17	NL43	89.162	489	51	2	2	489	5049	5536	1.58e-176	608	-246.17
vif	65__-178.43	NL43	91.667	564	47	0	2	565	5049	5612	0.0	782	-178.43
vif	71__-382.29	HXB2	89.211	380	41	0	2	381	5049	5428	1.56e-136	475	-382.29
vif	76__-323.60	NL43	91.076	381	34	0	1	381	5048	5428	9.46e-149	516	-323.60
vif	80__-420.01	NL43	91.761	352	29	0	1	352	5048	5399	5.47e-141	490	-420.01
vif	82__-316.18	NL43	87.041	463	60	0	1	463	5048	5510	5.68e-151	523	-316.18
vif	85__-311.79	YU2	90.933	375	34	0	1	375	5044	5418	2.05e-145	505	-311.79
vif	86__-365.83	NL43	92.045	352	28	0	1	352	5048	5399	1.20e-142	496	-365.83
vif	89__-198.90	NL43	88.981	481	53	0	1	481	5048	5528	1.24e-172	595	-198.90
vif	91__-334.30	NL43	91.339	381	33	0	1	381	5048	5428	2.02e-150	521	-334.30
vif	94__-329.83	NL43	90.476	378	36	0	1	378	5048	5425	9.46e-144	499	-329.83
vif	97__-359.33	JRCSF	89.239	381	41	0	1	381	5043	5423	4.36e-137	477	-359.33
nef	0__-27.26	89.6	100.000	618	0	0	1	618	8797	9414	0.0	1142	-27.26
nef	1__-22.59	NL43	97.456	629	3	4	1	616	8826	9454	0.0	1061	-22.59
nef	2__-33.66	JRCSF	97.143	630	5	4	1	617	8790	9419	0.0	1051	-33.66
nef	3__-39.24	NL43	97.615	629	2	4	1	616	8826	9454	0.0	1066	-39.24
nef	4__-35.96	JRCSF	97.302	630	4	4	1	617	8790	9419	0.0	1057	-35.96
nef	5__-42.46	NL43	97.138	629	5	4	1	616	8826	9454	0.0	1050	-42.46
nef	6__-44.54	89.6	96.278	618	22	1	1	617	8797	9414	0.0	1013	-44.54
nef	7__-61.28	NL43	96.979	629	6	4	1	616	8826	9454	0.0	1044	-61.28
nef	8__-66.07	NL43	97.297	629	4	4	1	616	8826	9454	0.0	1055	-66.07
nef	9__-68.72	NL43	96.979	629	6	4	1	616	8826	9454	0.0	1044	-68.72
nef	10__-80.39	NL43	96.025	629	12	4	1	616	8826	9454	0.0	1011	-80.39
nef	11__-61.08	YU2	95.064	628	14	7	1	614	8780	9404	0.0	972	-61.08
nef	12__-94.82	HXB2	95.541	628	15	3	3	617	8837	9464	0.0	992	-94.82
nef	13__-76.92	YU2	96.019	628	8	9	1	614	8780	9404	0.0	1005	-76.92
nef	14__-91.20	89.6	98.544	618	8	1	1	617	8797	9414	0.0	1090	-91.20
nef	15__-84.12	JRCSF	96.178	628	11	4	2	616	8792	9419	0.0	1014	-84.12
nef	16__-105.36	89.6	99.676	618	1	1	1	617	8797	9414	0.0	1129	-105.36
nef	17__-90.22	JRCSF	97.302	630	4	4	1	617	8790	9419	0.0	1057	-90.22
nef	18__-106.99	JRCSF	95.541	628	15	4	2	616	8792	9419	0.0	992	-106.99
nef	19__-117.47	YU2	95.860	628	9	9	1	614	8780	9404	0.0	1000	-117.47
nef	20__-116.29	JRCSF	95.048	626	18	4	5	617	8794	9419	0.0	972	-116.29
nef	21__-117.44	JRCSF	97.143	630	5	4	1	617	8790	9419	0.0	1051	-117.44
nef	22__-131.31	YU2	94.268	628	20	6	1	615	8780	9404	0.0	946	-131.31
nef	23__-133.84	YU2	93.440	625	25	8	5	616	8783	9404	0.0	913	-133.84
nef	24__-139.62	YU2	93.949	628	22	6	1	615	8780	9404	0.0	935	-139.62
nef	25__-148.75	YU2	93.939	627	21	9	3	615	8781	9404	0.0	931	-148.75
nef	26__-152.26	YU2	93.471	628	25	6	1	615	8780	9404	0.0	918	-152.26
nef	27__-160.49	YU2	92.834	628	29	10	1	615	8780	9404	0.0	896	-160.49
nef	28__-156.42	YU2	93.440	625	25	8	5	616	8783	9404	0.0	913	-156.42
nef	29__-153.70	89.6	98.382	618	10	0	1	618	8797	9414	0.0	1086	-153.70
nef	30__-154.35	JRCSF	96.338	628	10	4	2	616	8792	9419	0.0	1020	-154.35
nef	31__-180.76	YU2	89.904	624	47	8	5	615	8783	9403	0.0	789	-180.76
nef	32__-171.13	NL43	91.879	628	38	4	3	617	8827	9454	0.0	865	-171.13
nef	33__-182.42	YU2	92.357	628	32	6	1	615	8780	9404	0.0	880	-182.42
nef	34__-169.23	89.6	96.440	618	22	0	1	618	8797	9414	0.0	1020	-169.23
nef	35__-187.73	NL43	91.707	627	40	4	1	615	8826	9452	0.0	859	-187.73
nef	36__-165.78	JRCSF	95.714	630	12	4	1	615	8790	9419	0.0	1000	-165.78
nef	37__-192.10	NL43	91.256	629	42	4	1	616	8826	9454	0.0	845	-192.10
nef	38__-170.59	JRCSF	94.762	630	20	7	1	617	8790	9419	0.0	968	-170.59
nef	40__-172.15	JRCSF	93.930	626	23	8	5	615	8794	9419	0.0	931	-172.15
nef	41__-189.31	JRCSF	92.994	628	29	8	2	614	8792	9419	0.0	902	-189.31
nef	46__-487.94	89.6	89.181	342	37	0	1	342	8797	9138	4.73e-122	427	-487.94
nef	47__-532.90	NL43	86.667	345	40	1	1	339	8826	9170	4.71e-107	377	-532.90
nef	50__-186.86	JRCSF	93.790	628	24	8	2	614	8792	9419	0.0	929	-186.86
nef	51__-179.10	JRCSF	91.374	626	41	7	5	617	8794	9419	0.0	845	-179.10
nef	56__-191.15	JRCSF	91.879	628	38	6	2	616	8792	9419	0.0	865	-191.15
nef	57__-253.90	89.6	91.593	452	35	3	1	449	8797	9248	2.18e-180	621	-253.90
nef	58__-558.87	89.6	91.259	286	25	0	1	286	8797	9082	5.91e-111	390	-558.87
nef	59__-276.27	NL43	87.398	492	48	8	1	479	8825	9315	8.09e-160	553	-276.27
nef	61__-395.05	89.6	86.667	420	54	2	1	419	8797	9215	3.76e-133	464	-395.05
nef	62__-199.32	YU2	89.109	606	50	8	11	603	8790	9392	0.0	739	-199.32
nef	63__-298.69	89.6	90.265	452	44	0	1	452	8797	9248	1.70e-171	592	-298.69
nef	64__-459.25	89.6	91.589	321	26	1	1	320	8797	9117	1.71e-126	442	-459.25
nef	66__-191.08	JRCSF	90.895	626	41	9	5	614	8794	9419	0.0	826	-191.08
nef	67__-336.06	NL43	85.892	482	56	8	1	470	8826	9307	8.07e-145	503	-336.06
nef	68__-516.18	NL43	86.047	344	40	3	1	337	8825	9167	1.33e-102	363	-516.18
nef	69__-210.34	NL43	84.873	628	81	10	1	615	8826	9452	2.20e-180	621	-210.34
nef	72__-531.51	89.6	90.196	306	29	1	1	305	8797	9102	3.60e-113	398	-531.51
nef	77__-501.45	HXB2	85.960	349	43	1	1	343	8835	9183	2.89e-104	368	-501.45
nef	78__-635.47	HXB2	89.189	222	18	1	1	216	8835	9056	2.13e-75	272	-635.47
nef	80__-548.51	89.6	87.629	291	36	0	1	291	8797	9087	2.19e-95	339	-548.51
nef	81__-364.76	NL43	82.013	467	72	4	1	455	8826	9292	8.47e-110	387	-364.76
nef	82__-328.80	NL43	85.744	484	55	8	1	471	8825	9307	1.05e-143	499	-328.80
nef	83__-592.26	NL43	84.871	271	35	1	1	265	8826	9096	2.84e-74	268	-592.26
pol	0__-47.03	NL43	100.000	3009	0	0	1	3009	2092	5100	0.0	5557	-47.03
pol	1__-61.72	HXB2	99.201	3004	24	0	1	3004	2092	5095	0.0	5415	-61.72
pol	2__-56.98	JRCSF	99.668	3009	10	0	1	3009	2087	5095	0.0	5502	-56.98
pol	3__-66.56	89.6	99.734	3009	8	0	1	3009	2085	5093	0.0	5513	-66.56
pol	4__-83.62	NL43	99.701	3009	9	0	1	3009	2092	5100	0.0	5507	-83.62
pol	5__-131.20	YU2	98.436	3006	47	0	1	3006	2088	5093	0.0	5291	-131.20
pol	6__-191.83	NL43	98.668	3004	39	1	1	3003	2092	5095	0.0	5325	-191.83
pol	7__-230.65	HXB2	98.538	3009	43	1	1	3008	2092	5100	0.0	5312	-230.65
pol	8__-254.48	JRCSF	98.337	3006	50	0	1	3006	2087	5092	0.0	5275	-254.48
pol	9__-318.51	NL43	98.302	3004	51	0	1	3004	2092	5095	0.0	5265	-318.51
pol	10__-348.36	89.6	99.202	3006	24	0	1	3006	2085	5090	0.0	5419	-348.36
pol	11__-415.99	YU2	97.803	3004	65	1	1	3003	2088	5091	0.0	5180	-415.99
pol	12__-480.53	NL43	97.636	3004	71	0	1	3004	2092	5095	0.0	5155	-480.53
pol	13__-506.99	HXB2	97.671	3006	69	1	1	3005	2092	5097	0.0	5162	-506.99
pol	14__-539.26	89.6	97.603	3004	71	1	1	3003	2085	5088	0.0	5147	-539.26
pol	15__-574.47	89.6	98.570	3006	41	2	1	3004	2085	5090	0.0	5312	-574.47
pol	16__-609.32	HXB2	97.204	3004	82	2	1	3002	2092	5095	0.0	5081	-609.32
pol	17__-627.04	89.6	97.437	3004	77	0	1	3004	2085	5088	0.0	5121	-627.04
pol	18__-649.83	YU2	96.843	3009	94	1	1	3008	2088	5096	0.0	5029	-649.83
pol	19__-666.47	JRCSF	96.840	3006	94	1	1	3005	2087	5092	0.0	5024	-666.47
pol	20__-680.37	HXB2	97.204	3004	83	1	1	3003	2092	5095	0.0	5081	-680.37
pol	21__-695.00	YU2	97.237	3004	81	2	1	3002	2088	5091	0.0	5086	-695.00
pol	23__-696.05	NL43	97.237	3004	83	0	1	3004	2092	5095	0.0	5088	-696.05
pol	25__-703.52	HXB2	97.170	3004	83	2	1	3002	2092	5095	0.0	5075	-703.52
pol	28__-719.89	JRCSF	96.538	3004	100	4	1	3000	2087	5090	0.0	4968	-719.89
pol	34__-737.88	89.6	96.278	3009	111	1	1	3008	2085	5093	0.0	4935	-737.88
pol	41__-747.15	89.6	96.544	3009	103	1	1	3008	2085	5093	0.0	4979	-747.15
pol	44__-768.16	89.6	94.583	3009	161	2	1	3007	2085	5093	0.0	4652	-768.16
pol	49__-768.92	NL43	94.751	3010	149	8	1	3002	2092	5100	0.0	4674	-768.92
pol	50__-815.67	YU2	93.043	3004	203	5	1	2998	2088	5091	0.0	4385	-815.67
pol	51__-814.88	JRCSF	92.389	3009	222	7	1	3002	2087	5095	0.0	4281	-814.88
pol	56__-825.36	JRCSF	91.622	3008	247	4	1	3003	2088	5095	0.0	4154	-825.36
pol	57__-887.62	NL43	89.214	3004	311	11	1	2994	2092	5092	0.0	3740	-887.62
pol	63__-1183.41	NL43	89.286	2632	273	8	1	2624	2092	4722	0.0	3290	-1183.41
pol	66__-845.10	JRCSF	91.426	3009	254	4	1	3005	2087	5095	0.0	4124	-845.10
pol	67__-899.34	89.6	88.538	3010	338	6	1	3005	2085	5092	0.0	3640	-899.34
pol	73__-863.49	JRCSF	90.007	3012	290	10	1	3004	2087	5095	0.0	3884	-863.49
pol	74__-3456.79	HXB2	86.491	607	81	1	1	606	2092	2698	0.0	665	-3456.79
pol	75__-3766.74	JRCSF	83.436	326	54	0	1	326	2087	2412	3.59e-84	303	-3766.74
pol	78__-3476.72	JRCSF	84.783	552	83	1	1	551	2087	2638	3.32e-159	553	-3476.72
pol	79__-1231.53	YU2	89.158	2601	278	4	1	2597	2088	4688	0.0	3238	-1231.53
pol	83__-2475.98	89.6	86.696	1368	176	4	1	1365	2085	3449	0.0	1513	-2475.98
pol	86__-1559.46	NL43	86.545	2356	308	7	1	2349	2092	4445	0.0	2586	-1559.46
pol	88__-923.17	JRCSF	87.438	3009	372	5	1	3003	2087	5095	0.0	3458	-923.17
pol	95__-1249.31	89.6	85.758	2633	369	5	1	2629	2085	4715	0.0	2780	-1249.31
pol	98__-915.02	HXB2	88.143	3011	350	7	1	3006	2092	5100	0.0	3576	-915.02
pol	99__-1591.87	NL43	87.325	2351	288	9	1	2343	2092	4440	0.0	2682	-1591.87
